obj_id,ra,dec,filter,mjd,snr,instrument_id,instrument_name,ra_unc,dec_unc,origin,id,groups,altdata,mag,magerr,magsys,limiting_mag
ZTF20aaynrrh,185.4603657,4.4816813,ztfg,59204.46641199989,12.275386950227855,1,ZTF,,,,8096973,"[1, 3, 43, 61, 20, 214, 215, 235]",,19.11195182800293,0.08844822645187378,ab,20.436878204345703
ZTF20aaynrrh,185.4603518,4.4816986,ztfr,59204.505671299994,13.989800107922687,1,ZTF,,,,8129529,"[1, 3, 43, 61, 20, 214, 215, 235]",,18.46625518798828,0.07760912925004959,ab,20.367780685424805
ZTF20aaynrrh,185.4603736,4.4817506,ztfr,59216.51509260014,8.78750959012493,1,ZTF,,,,9058221,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,18.619985580444336,0.12355448305606842,ab,19.175064086914062
ZTF20aaynrrh,,,ztfg,59216.53569439985,,1,ZTF,,,,10192256,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,,,ab,19.135400772094727
ZTF20aaynrrh,185.4603247,4.4817285,ztfr,59221.44380789995,11.240662220385786,1,ZTF,,,,10192257,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,18.667539596557617,0.09659005701541899,ab,19.72866439819336
ZTF20aaynrrh,185.4603136,4.4816122,ztfg,59221.47340280004,7.220860220343516,1,ZTF,,,,10194446,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.17940330505371,0.15036106109619138,ab,19.360048294067383
ZTF20aaynrrh,185.4603668,4.4816248,ztfg,59223.399687500205,8.418363054231335,1,ZTF,,,,10949547,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.245376586914062,0.12897236645221713,ab,19.994142532348633
ZTF20aaynrrh,185.460394,4.481631,ztfr,59223.46798609989,9.727654245933905,1,ZTF,,,,10971603,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,18.792011260986328,0.11161336302757263,ab,19.936294555664062
ZTF20aaynrrh,185.4603672,4.4816481,ztfg,59225.46502309991,7.5706946858898565,1,ZTF,,,,12103691,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.310808181762695,0.1434130221605301,ab,20.133649826049805
ZTF20aaynrrh,,,ztfr,59175.50212959992,,1,ZTF,,,,13339830,"[1, 20]",,,,ab,17.504499435424805
ZTF20aaynrrh,,,ztfg,59186.54259259999,,1,ZTF,,,,13339831,"[1, 20]",,,,ab,18.7189998626709
ZTF20aaynrrh,,,ztfg,59216.53569439985,,1,ZTF,,,,13339832,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,,,ab,19.135400772094727
ZTF20aaynrrh,,,ztfr,59225.50393520016,,1,ZTF,,,,13339833,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,,,ab,18.264400482177734
ZTF20aaynrrh,185.4603561,4.481697,ztfr,59227.378969899844,14.14550285365628,1,ZTF,,,,13339834,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,18.813446044921875,0.0767548680305481,ab,20.00265884399414
ZTF20aaynrrh,185.4603886,4.4817306,ztfg,59227.462256900035,9.92229911904031,1,ZTF,,,,13383017,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.39333152770996,0.10942385345697403,ab,20.422212600708008
ZTF20aaynrrh,185.4603906,4.4816137,ztfr,59229.433379599825,8.471647624333862,1,ZTF,,,,13754712,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,18.77338409423828,0.12816116213798523,ab,19.7462100982666
ZTF20aaynrrh,,,ztfg,59229.467372700106,,1,ZTF,,,,14274311,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,,,ab,19.58799934387207
ZTF20aaynrrh,185.4603623,4.481734,ztfg,59231.4586920999,9.737299575900826,1,ZTF,,,,14274312,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.495067596435547,0.11150280386209488,ab,20.692317962646484
ZTF20aaynrrh,185.4603554,4.4816945,ztfr,59231.482580999844,13.142866964103675,1,ZTF,,,,14284066,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,18.914281845092773,0.08261030167341232,ab,20.42983627319336
ZTF20aaynrrh,,,sdssg,58976.226059100125,38.75027875606928,2,SEDM,,,SEDM_FPIPE_SDSS,15492717,"[1, 13]",,14.82977939613582,0.02801879727350543,ab,17.05304146283948
ZTF20aaynrrh,,,sdssg,58977.15625360003,99.78979376260632,2,SEDM,,,SEDM_FPIPE_SDSS,15492718,"[1, 13]",,14.668665264079705,0.010880232975939682,ab,17.918955565895807
ZTF20aaynrrh,,,sdssg,59017.309221500065,51.03237076167891,2,SEDM,,,SEDM_FPIPE_SDSS,15492719,"[1, 13]",,15.429246341224808,0.021275441225893966,ab,17.951435691387733
ZTF20aaynrrh,,,sdssi,58976.227692599874,27.758478161835363,2,SEDM,,,SEDM_FPIPE_SDSS,15492720,"[1, 13]",,15.181750427063543,0.039113679014683475,ab,17.042814547622697
ZTF20aaynrrh,,,sdssi,58977.157884799875,25.387140932927814,2,SEDM,,,SEDM_FPIPE_SDSS,15492721,"[1, 13]",,14.865701536173841,0.042767171286700496,ab,16.629811010191567
ZTF20aaynrrh,,,sdssi,59012.23433519993,42.26995689803734,2,SEDM,,,SEDM_FPIPE_SDSS,15492722,"[1, 13]",,14.659966566772509,0.02568576559888902,ab,16.977621068398665
ZTF20aaynrrh,,,sdssi,59017.31122179981,30.124740443048772,2,SEDM,,,SEDM_FPIPE_SDSS,15492723,"[1, 13]",,14.733707874211593,0.03604134637477552,ab,16.683591147587173
ZTF20aaynrrh,,,sdssr,58976.20237290021,58.351337979132914,2,SEDM,,,SEDM_FPIPE_SDSS,15492724,"[1, 13]",,15.000937418052299,0.018606877620293828,ab,17.66863945406514
ZTF20aaynrrh,,,sdssr,58976.22439929983,10.856612590662689,2,SEDM,,,SEDM_FPIPE_SDSS,15492725,"[1, 13]",,14.984981710532743,0.10000690322982742,ab,15.826792551345495
ZTF20aaynrrh,,,sdssr,58976.36344560003,74.0501389885714,2,SEDM,,,SEDM_FPIPE_SDSS,15492726,"[1, 13]",,14.929629245638885,0.014662176460272375,ab,17.856018929818777
ZTF20aaynrrh,,,sdssr,58977.15459060017,10.85578399116339,2,SEDM,,,SEDM_FPIPE_SDSS,15492727,"[1, 13]",,14.770092208792846,0.10001453654954066,ab,15.611820180773252
ZTF20aaynrrh,,,sdssr,58978.15995310014,35.473910613632796,2,SEDM,,,SEDM_FPIPE_SDSS,15492728,"[1, 13]",,14.537256129741454,0.030606611618987273,ab,16.664603787311698
ZTF20aaynrrh,,,sdssr,58978.20998959988,60.30238196536427,2,SEDM,,,SEDM_FPIPE_SDSS,15492729,"[1, 13]",,14.615273277235804,0.018004864308374103,ab,17.318684434556353
ZTF20aaynrrh,,,sdssr,58979.361083600204,74.41932932046777,2,SEDM,,,SEDM_FPIPE_SDSS,15492730,"[1, 13]",,14.552978736918417,0.014589438183226357,ab,17.484768105498674
ZTF20aaynrrh,,,sdssr,58984.309422499966,48.336210344497296,2,SEDM,,,SEDM_FPIPE_SDSS,15492731,"[1, 13]",,14.554087731905804,0.02246217063811938,ab,17.017344215693043
ZTF20aaynrrh,,,sdssr,58994.3319800999,5.740883091977217,2,SEDM,,,SEDM_FPIPE_SDSS,15492732,"[1, 13]",,14.487305025418527,0.18912355248540538,ab,14.637326771912068
ZTF20aaynrrh,,,sdssr,59012.2060035998,64.5173828176643,2,SEDM,,,SEDM_FPIPE_SDSS,15492733,"[1, 13]",,16.906887520442716,0.016828584132536514,ab,19.68365436381515
ZTF20aaynrrh,,,sdssr,59017.2828811002,65.36667152805099,2,SEDM,,,SEDM_FPIPE_SDSS,15492734,"[1, 13]",,14.721884782933003,0.0166099356044495,ab,17.512850700210542
ZTF20aaynrrh,,,sdssr,59017.3072124999,22.630511518572046,2,SEDM,,,SEDM_FPIPE_SDSS,15492735,"[1, 13]",,14.719839132923294,0.047976653283647815,ab,16.3591500481966
ZTF20aaynrrh,,,sdssr,59187.430875100195,,2,SEDM,,,SEDM_FPIPE_SDSS,15492736,"[1, 13]",,,,ab,17.2
ZTF20aaynrrh,,,sdssr,59205.52858000016,9.143636654605647,2,SEDM,,,SEDM_FPIPE_SDSS,15492737,"[1, 13]",,18.410787303974125,0.11874227353634446,ab,19.06615969300114
ZTF20aaynrrh,,,sdssr,59249.45467290003,,2,SEDM,,,SEDM_FPIPE_SDSS,15801706,"[1, 13]",,,,ab,17.5
ZTF20aaynrrh,,,ztfg,59234.449224499986,,1,ZTF,,,,15802663,"[1, 20]",,,,ab,19.842599868774414
ZTF20aaynrrh,185.4604366,4.4816776,ztfr,59249.41293979995,6.896502035182249,1,ZTF,,,,15802664,"[1, 20]",,19.23338508605957,0.15743288397789001,ab,19.742795944213867
ZTF20aaynrrh,,,sdssr,59251.28053029999,4.672619186461174,2,SEDM,,,SEDM_FPIPE_SDSS,16040538,"[1, 13]",,19.46993542833852,0.2323613719483132,ab,19.396411387308493
ZTF20aaynrrh,,,sdssg,59251.2825476001,8.800607857166453,2,SEDM,,,SEDM_FPIPE_SDSS,16041227,"[1, 13]",,20.001948547873276,0.12337059239311518,ab,20.61580521169732
ZTF20aaynrrh,,,sdssi,59251.28660279978,5.568748734216191,2,SEDM,,,SEDM_FPIPE_SDSS,16044434,"[1, 13]",,19.366023800897338,0.1949695086953763,ab,19.482992846720446
ZTF20aaynrrh,185.4602132,4.4815376,ztfg,59249.43638890004,3.2769817814483315,1,ZTF,,,,16363917,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.778200149536133,0.3313220143318176,ab,19.491899490356445
ZTF20aaynrrh,185.4603052,4.4816709,ztfr,59251.46186339995,11.352276921303908,1,ZTF,,,,16363918,"[1, 20]",,19.310871124267578,0.0956403911113739,ab,20.44603729248047
ZTF20aaynrrh,185.4604185,4.4816976,ztfg,59253.37903939979,5.134159865337572,1,ZTF,,,,17129968,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.880699157714844,0.21147300302982328,ab,20.30419921875
ZTF20aaynrrh,185.4604089,4.4817369,ztfr,59253.48702549981,10.441522128745621,1,ZTF,,,,17129969,"[1, 20]",,19.28887367248535,0.10398256033658981,ab,20.477821350097656
ZTF20aaynrrh,,,ztfg,59255.37789350003,,1,ZTF,,,,17787752,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,,,ab,20.954500198364258
ZTF20aaynrrh,185.4604161,4.4817298,ztfr,59255.41603010008,10.282856006683971,1,ZTF,,,,17787753,"[1, 20]",,19.424161911010742,0.10558702796697617,ab,20.769397735595703
ZTF20aaynrrh,185.4604616,4.481621,ztfg,59257.37905090023,5.850023103418055,1,ZTF,,,,18452000,"[1, 20]",,19.645036697387695,0.18559519946575165,ab,20.017860412597656
ZTF20aaynrrh,185.4603901,4.4817181,ztfr,59262.36114579998,8.99438164471367,1,ZTF,,,,18701866,"[1, 20]",,19.54899024963379,0.12071271240711212,ab,20.3203067779541
ZTF20aaynrrh,185.460307,4.4817068,ztfg,59262.416840299964,4.395016859547066,1,ZTF,,,,18945780,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.691699981689453,0.24703800678253174,ab,19.49370002746582
ZTF20aaynrrh,185.4603545,4.4817257,ztfr,59264.37339119986,10.425779961129965,1,ZTF,,,,18945781,"[1, 20]",,19.504728317260742,0.10413956642150878,ab,20.62806510925293
ZTF20aaynrrh,,,sdssg,59266.33268170012,,2,SEDM,,,SEDM_FPIPE_SDSS,19372287,"[1, 13]",,,,ab,17.599999999999998
ZTF20aaynrrh,,,sdssi,59266.33467159979,5.126442087899957,2,SEDM,,,SEDM_FPIPE_SDSS,19372288,"[1, 13]",,19.252635660284415,0.2117913722893338,ab,19.27975078850536
ZTF20aaynrrh,,,sdssr,59266.33066640003,3.1485586316555794,2,SEDM,,,SEDM_FPIPE_SDSS,19372289,"[1, 13]",,19.2883157847362,0.34483594932682765,ab,18.78617023648222
ZTF20aaynrrh,185.4603546,4.4816224,ztfr,59266.36018519988,4.938958478801238,1,ZTF,,,,19426032,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.625900268554688,0.21983100473880768,ab,19.670299530029297
ZTF20aaynrrh,185.4603623,4.4816813,ztfr,59268.35158560006,6.67921825831064,1,ZTF,,,,19426033,"[1, 20]",,19.61472511291504,0.16255438327789307,ab,20.049964904785156
ZTF20aaynrrh,185.4603235,4.4816972,ztfg,59268.43604170019,5.239516820883293,1,ZTF,,,,19438929,"[1, 20]",,19.95659637451172,0.2072206735610962,ab,20.14331817626953
ZTF20aaynrrh,185.4602377,4.481736,ztfr,59270.354849500116,3.5040928707784476,1,ZTF,,,,21560862,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.78809928894043,0.30984801054000854,ab,19.365999221801758
ZTF20aaynrrh,,,ztfg,59270.400381899904,,1,ZTF,,,,21560863,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,,,ab,19.441699981689453
ZTF20aaynrrh,,,ztfg,59272.40667819977,,1,ZTF,,,,21560864,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,,,ab,18.758399963378906
ZTF20aaynrrh,,,ztfr,59272.44189810008,,1,ZTF,,,,21560865,"[1, 3, 41, 43, 61, 87, 20, 214, 235]",,,,ab,18.887399673461914
ZTF20aaynrrh,,,ztfr,59275.38327550003,,1,ZTF,,,,21560866,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,,,ab,19.4281005859375
ZTF20aaynrrh,,,ztfg,59275.443368100096,,1,ZTF,,,,21560867,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,,,ab,19.214799880981445
ZTF20aaynrrh,185.4605303,4.4817497,ztfg,59278.316666699946,5.8466240570369905,1,ZTF,,,,21560868,"[1, 3, 41, 43, 61, 87, 20, 214, 235]",,20.009321212768555,0.1857030987739563,ab,20.427989959716797
ZTF20aaynrrh,185.4600735,4.4817232,ztfr,59272.44189810008,4.215845388616747,1,ZTF,,,,21590163,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.32539939880371,0.2575370073318482,ab,18.887399673461914
ZTF20aaynrrh,185.4603153,4.4816815,ztfr,59278.42453699978,7.191449607754797,1,ZTF,,,,21590165,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.665456771850586,0.15097598731517792,ab,20.02971076965332
ZTF20aaynrrh,185.4603419,4.4816559,ztfr,59275.382337999996,4.732774026959474,1,ZTF,,,,22170848,"[1, 3, 43, 61, 20, 214, 215, 235]",,19.615800857543945,0.22940799593925476,ab,19.47879981994629
ZTF20aaynrrh,,,ztfg,59275.44430560013,,1,ZTF,,,,22170849,"[1, 3, 43, 61, 20, 214, 215, 235]",,,,ab,19.285600662231445
ZTF20aaynrrh,185.4603946,4.4816777,ztfr,59280.28503469983,7.724225166510279,1,ZTF,,,,22170850,"[1, 3, 43, 61, 20, 214, 215, 235]",,19.938398361206055,0.14056247472763062,ab,20.642000198364258
ZTF20aaynrrh,185.4603946,4.4816777,ztfr,59280.28503469983,7.724251369877,1,ZTF,,,,22338583,"[1, 3, 43, 61, 20, 214, 215, 235]",,19.938400268554688,0.1405619978904724,ab,20.642000198364258
ZTF20aaynrrh,185.4603217,4.4816967,ztfg,59280.397141200025,7.539313145897571,1,ZTF,,,,22338584,"[1, 3, 43, 61, 20, 214, 215, 235]",,19.949237823486328,0.14400996267795563,ab,20.308988571166992
ZTF20aaynrrh,185.4604406,4.4816933,ztfr,59281.287835599855,6.444548535471735,1,ZTF,,,,22575092,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,19.806745529174805,0.16847358644008636,ab,20.399799346923828
ZTF20aaynrrh,185.4603946,4.4817627,ztfg,59290.29706020001,6.029221705819211,1,ZTF,,,,23240890,"[1, 3, 43, 61, 20, 214, 215, 235]",,20.30820083618164,0.18007899820804596,ab,20.608699798583984
ZTF20aaynrrh,185.4604059,4.4816811,ztfr,59290.34004630009,5.5969363177343885,1,ZTF,,,,23240891,"[1, 3, 43, 61, 20, 214, 215, 235]",,19.910043716430664,0.19398759305477142,ab,20.482633590698242
ZTF20aaynrrh,,,sdssr,59290.37373750005,8.920596471072466,2,SEDM,,,SEDM_FPIPE_SDSS,23266873,"[1, 13]",,20.167092432491536,0.12171116676770811,ab,20.795652157209165
ZTF20aaynrrh,185.4603214,4.4817132,ztfr,59290.37881939998,6.889726522031181,1,ZTF,,,,23268604,"[1, 3, 43, 61, 20, 214, 215, 235]",,19.971216201782227,0.1575877070426941,ab,20.50257110595703
ZTF20aaynrrh,185.460506,4.4817261,ztfg,59290.41622690018,4.92690089428265,1,ZTF,,,,23611725,"[1, 3, 43, 61, 20, 214, 215, 235]",,20.269899368286133,0.22036899626255035,ab,20.586599349975586
ZTF20aaynrrh,185.4603284,4.4817146,ztfg,59291.28818289982,5.118565094111632,1,ZTF,,,,23611726,"[1, 3, 43, 61, 20, 214, 235]",,20.48862075805664,0.21211729943752286,ab,20.557573318481445
ZTF20aaynrrh,,,ztfg,59291.28912039986,,1,ZTF,,,,23614073,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 235]",,,,ab,20.45359992980957
ZTF20aaynrrh,185.4604157,4.4817256,ztfg,59291.294027800206,5.712021492088071,1,ZTF,,,,23614075,"[1, 3, 43, 61, 20, 214, 235]",,20.08613395690918,0.19007915258407593,ab,20.483875274658203
ZTF20aaynrrh,185.4603728,4.4817245,ztfr,59291.35041669989,7.17315675452867,1,ZTF,,,,23643851,"[1, 3, 41, 43, 61, 87, 20, 214, 215, 223, 235]",,20.112600326538086,0.15136100351810455,ab,20.640600204467773
ZTF20aaynrrh,185.460343,4.481693,ztfr,59291.35277780006,6.184340724237901,1,ZTF,,,,23643853,"[1, 3, 43, 61, 20, 214, 215, 235]",,20.139102935791016,0.17556215822696686,ab,20.53697967529297
ZTF20aaynrrh,185.4603671,4.481722,ztfr,59292.354004600085,5.952484002129083,1,ZTF,,,,24216873,"[1, 20]",,20.115127563476562,0.18240052461624146,ab,20.58777618408203
ZTF20aaynrrh,185.4603858,4.4817172,ztfr,59292.378923600074,4.408758695136693,1,ZTF,,,,24238645,"[1, 3, 43, 61, 20, 214, 215, 235]",,20.2189998626709,0.24626800417900085,ab,20.47920036315918
ZTF20aaynrrh,185.4603818,4.4816716,ztfr,59293.2348842998,5.236563842469079,1,ZTF,,,,24238646,"[1, 3, 43, 61, 20, 214, 215, 235]",,19.830108642578125,0.20733752846717834,ab,20.110050201416016
ZTF20aaynrrh,185.4604196,4.4817436,ztfr,59307.25395830022,5.306474971980252,1,ZTF,,,,85703825,"[1, 3, 41, 43, 61, 87, 20, 214, 235]",,20.25052261352539,0.20460592210292816,ab,20.31511290323066
ZTF20aaynrrh,185.4604307,4.4817761,ztfr,59293.25383100007,4.578711732695787,1,ZTF,,,,85710010,"[1, 20]",,20.319900512695312,0.23712700605392456,ab,20.39859962463379
ZTF20aaynrrh,185.4603407,4.4817461,ztfg,59293.29483800009,4.653800070768361,1,ZTF,,,,85710011,"[1, 20]",,20.391599655151367,0.23330099880695346,ab,20.450700759887695
ZTF20aaynrrh,,,ztfr,59296.3577430998,,1,ZTF,,,,85710012,"[1, 20]",,,,ab,19.7091007232666
ZTF20aaynrrh,,,ztfg,59298.33375000022,,1,ZTF,,,,85710013,"[1, 20]",,,,ab,19.21660041809082
